Team,Home,Win,MIN,PTS,FGM,FGA,FGP,3PM,3PA,TPP,FTM,FTA,FTP,OREB,DREB,TRB,AST,STL,BLK,TOV,PF,+/-
ORL,ORL @ PHX,1,240,128,43,82,0.524,13,28,0.464,29,43,0.674,7,37,44,29,8,5,18,20,16
LAC,LAC @ OKC,0,241,111,39,84,0.464,12,30,0.4,21,30,0.7,16,30,46,13,4,2,18,30,-9
UTA,UTA vs. MIA,0,240,74,25,74,0.338,5,21,0.238,19,22,0.864,4,36,40,12,10,7,17,20,-10
SAS,SAS vs. MIL,0,239,87,34,80,0.425,9,29,0.31,10,11,0.909,9,34,43,23,8,6,18,15,-7
IND,IND @ CHI,1,240,105,43,84,0.512,12,29,0.414,7,12,0.583,7,44,51,27,8,3,18,17,18
CHA,CHA @ BOS,0,238,87,31,80,0.388,6,22,0.273,19,33,0.576,7,40,47,20,5,7,14,21,-3
MIL,MIL @ SAS,1,240,94,41,89,0.461,5,18,0.278,7,14,0.5,11,36,47,27,10,7,13,13,7
BOS,BOS vs. CHA,1,240,90,30,84,0.357,9,31,0.29,21,25,0.84,9,40,49,15,6,5,13,26,3
OKC,OKC vs. LAC,1,241,120,40,78,0.513,11,26,0.423,29,40,0.725,11,29,40,23,8,7,11,29,9
ATL,ATL @ DET,0,239,104,44,89,0.494,8,24,0.333,8,11,0.727,11,34,45,28,11,7,15,21,-7
POR,POR vs. BKN,0,242,97,40,95,0.421,8,23,0.348,9,11,0.818,12,39,51,17,4,4,10,17,-4
MIA,MIA @ UTA,1,240,84,30,77,0.39,10,25,0.4,14,18,0.778,7,41,48,10,9,6,19,20,10
BKN,BKN @ POR,1,240,101,39,91,0.429,12,38,0.316,11,19,0.579,11,38,49,25,7,4,10,13,4
DET,DET vs. ATL,1,240,111,39,89,0.438,12,30,0.4,21,27,0.778,20,31,51,23,7,5,17,18,7
PHX,PHX vs. ORL,0,242,112,44,94,0.468,5,24,0.208,19,25,0.76,12,28,40,13,8,5,15,29,-16
CHI,CHI vs. IND,0,240,87,37,93,0.398,7,27,0.259,6,9,0.667,11,32,43,24,10,3,12,13,-18
TOR,TOR vs. NOP,1,238,122,45,98,0.459,16,42,0.381,16,23,0.696,10,38,48,27,8,4,12,24,4
SAC,SAC vs. PHI,1,240,109,40,93,0.43,12,27,0.444,17,28,0.607,8,37,45,29,6,5,9,19,-1
HOU,HOU vs. CLE,1,240,117,36,77,0.468,16,46,0.348,29,36,0.806,17,28,45,21,11,5,22,27,4
WAS,WAS vs. LAL,1,241,111,43,83,0.518,7,21,0.333,18,20,0.9,7,38,45,20,7,4,19,31,16
CLE,CLE @ HOU,0,241,113,45,81,0.556,12,27,0.444,11,14,0.786,4,22,26,24,9,1,18,30,-4
PHI,PHI @ SAC,0,242,108,37,87,0.425,15,37,0.405,19,27,0.704,13,43,56,23,6,5,17,28,1
DEN,DEN vs. OKC,1,241,102,38,82,0.463,9,27,0.333,17,22,0.773,14,31,45,27,7,7,18,15,8
OKC,OKC @ DEN,0,240,94,38,90,0.422,11,30,0.367,7,14,0.5,18,26,44,16,15,7,16,23,-8
LAL,LAL @ WAS,0,239,95,31,86,0.36,3,23,0.13,30,41,0.732,17,29,46,17,9,4,19,19,-16
NOP,NOP @ TOR,0,239,118,44,82,0.537,13,31,0.419,17,25,0.68,4,34,38,31,7,4,13,20,-4
DET,DET vs. IND,1,241,114,43,83,0.518,12,27,0.444,16,25,0.64,8,42,50,25,3,5,15,22,17
MIA,MIA @ PHX,1,239,126,43,81,0.531,12,30,0.4,28,35,0.8,11,42,53,21,5,4,14,25,11
ORL,ORL vs. NYK,1,241,112,43,80,0.538,13,28,0.464,13,22,0.591,6,23,29,31,16,7,12,15,13
IND,IND @ DET,0,240,97,38,88,0.432,7,24,0.292,14,18,0.778,7,31,38,22,8,3,15,24,-17
PHX,PHX vs. MIA,0,239,115,40,88,0.455,12,29,0.414,23,30,0.767,6,28,34,20,4,2,11,29,-11
GSW,GSW vs. MIN,1,241,125,48,85,0.565,15,36,0.417,14,18,0.778,3,42,45,37,10,9,19,23,24
LAL,LAL @ BOS,0,241,96,37,85,0.435,5,24,0.208,17,23,0.739,12,36,48,16,8,8,20,30,-11
MIN,MIN @ GSW,0,240,101,38,92,0.413,5,24,0.208,20,27,0.741,9,32,41,21,15,0,13,14,-24
BOS,BOS vs. LAL,1,240,107,38,98,0.388,7,29,0.241,24,31,0.774,16,32,48,20,8,6,13,20,11
NYK,NYK @ ORL,0,240,99,42,80,0.525,5,12,0.417,10,13,0.769,12,30,42,26,7,2,23,21,-13
DAL,DAL @ WAS,1,240,113,43,91,0.473,11,30,0.367,16,20,0.8,11,42,53,26,6,8,11,23,14
OKC,OKC @ SAC,0,241,86,29,86,0.337,10,37,0.27,18,23,0.783,9,35,44,15,16,2,14,17,-8
PHI,PHI @ UTA,1,240,104,34,81,0.42,12,27,0.444,24,30,0.8,8,48,56,23,5,6,22,34,7
WAS,WAS vs. DAL,0,239,99,32,75,0.427,10,25,0.4,25,32,0.781,3,36,39,21,5,5,15,19,-14
CLE,CLE vs. MIL,1,240,124,41,82,0.5,9,18,0.5,33,38,0.868,12,27,39,18,7,4,12,16,5
CHI,CHI @ TOR,0,240,114,40,80,0.5,11,29,0.379,23,28,0.821,8,29,37,26,10,2,13,23,-5
NOP,NOP @ IND,1,240,117,44,87,0.506,14,35,0.4,15,22,0.682,11,32,43,23,6,5,12,18,5
CHA,CHA @ NYK,0,240,113,42,91,0.462,15,37,0.405,14,17,0.824,17,23,40,24,8,2,13,22,-5
NYK,NYK vs. CHA,1,241,118,45,75,0.6,12,25,0.48,16,21,0.762,6,29,35,29,5,5,16,19,5
DEN,DEN vs. BKN,1,240,112,44,93,0.473,9,34,0.265,15,20,0.75,9,38,47,26,16,9,19,21,8
MIL,MIL @ CLE,0,239,119,47,83,0.566,13,30,0.433,12,16,0.75,8,28,36,29,6,8,16,31,-5
IND,IND vs. NOP,0,240,112,44,93,0.473,9,24,0.375,15,18,0.833,11,30,41,19,4,4,10,21,-5
POR,POR vs. MEM,0,239,97,36,81,0.444,6,19,0.316,19,20,0.95,10,32,42,11,9,1,16,18,-1
MEM,MEM @ POR,1,240,98,35,73,0.479,7,19,0.368,21,25,0.84,5,29,34,18,8,10,14,21,1
SAS,SAS vs. LAC,1,240,120,45,84,0.536,15,28,0.536,15,19,0.789,11,28,39,33,13,3,13,21,13
UTA,UTA vs. PHI,0,240,97,30,99,0.303,9,39,0.231,28,35,0.8,14,31,45,15,14,6,12,23,-7
BKN,BKN @ DEN,0,241,104,38,89,0.427,11,35,0.314,17,22,0.773,8,39,47,22,12,6,25,16,-8
LAC,LAC @ SAS,0,241,107,42,82,0.512,11,30,0.367,12,17,0.706,10,29,39,20,6,4,17,19,-13
SAC,SAC vs. OKC,1,241,94,37,79,0.468,9,24,0.375,11,12,0.917,5,42,47,21,6,5,23,24,8
TOR,TOR vs. CHI,1,239,119,44,81,0.543,13,25,0.52,18,24,0.75,7,30,37,22,5,0,15,22,5
GSW,GSW vs. MIA,1,239,97,32,87,0.368,11,32,0.344,22,24,0.917,13,38,51,20,12,10,14,21,17
BOS,BOS @ ATL,1,240,110,39,81,0.481,14,36,0.389,18,22,0.818,7,35,42,28,3,3,13,21,-2
BKN,BKN @ PHX,1,240,98,35,87,0.402,8,32,0.25,20,29,0.69,11,37,48,20,10,4,16,30,6
PHX,PHX vs. BKN,0,240,92,30,86,0.349,6,25,0.24,26,35,0.743,14,38,52,13,8,7,17,29,-6
MIA,MIA @ GSW,0,238,80,30,83,0.361,8,26,0.308,12,17,0.706,7,37,44,19,10,6,20,20,-17
ATL,ATL vs. BOS,0,241,107,39,81,0.481,13,26,0.5,16,20,0.8,5,31,36,24,8,4,14,22,2
ORL,ORL vs. BOS,0,240,88,33,91,0.363,6,29,0.207,16,18,0.889,10,35,45,18,4,4,13,19,-16
WAS,WAS @ TOR,1,239,107,40,85,0.471,11,23,0.478,16,23,0.696,11,35,46,19,9,3,17,26,11
LAL,LAL vs. MEM,1,239,107,40,85,0.471,9,27,0.333,18,23,0.783,8,38,46,25,5,4,16,16,5
ATL,ATL @ CLE,1,239,117,41,86,0.477,11,25,0.44,24,34,0.706,11,33,44,24,4,6,17,20,2
UTA,UTA @ HOU,0,242,110,38,88,0.432,13,34,0.382,21,24,0.875,8,25,33,22,7,3,13,18,-24
MIN,MIN vs. CHA,1,241,112,38,83,0.458,10,24,0.417,26,30,0.867,12,42,54,20,4,4,16,19,18
MEM,MEM @ LAL,0,240,102,40,87,0.46,11,37,0.297,11,14,0.786,6,33,39,23,6,7,12,22,-5
CHA,CHA @ MIN,0,240,94,37,89,0.416,9,28,0.321,11,21,0.524,10,30,40,24,8,3,11,24,-18
PHX,PHX @ SAS,0,240,95,37,81,0.457,8,23,0.348,13,22,0.591,11,34,45,23,5,4,18,16,-17
SAS,SAS vs. PHX,1,240,112,44,88,0.5,11,22,0.5,13,18,0.722,8,35,43,21,9,4,9,19,17
BOS,BOS @ ORL,1,241,104,39,89,0.438,11,33,0.333,15,20,0.75,9,45,54,26,10,1,13,21,16
OKC,OKC @ POR,0,241,99,40,89,0.449,11,33,0.333,8,15,0.533,6,26,32,17,11,2,11,27,-4
CLE,CLE vs. ATL,0,240,115,42,96,0.438,10,36,0.278,21,23,0.913,15,32,47,27,6,6,13,29,-2
NYK,NYK vs. IND,1,241,108,44,88,0.5,6,23,0.261,14,19,0.737,12,34,46,24,8,7,12,21,7
POR,POR vs. OKC,1,241,103,37,74,0.5,7,20,0.35,22,28,0.786,7,37,44,20,6,7,21,20,4
IND,IND @ NYK,0,240,101,37,79,0.468,12,25,0.48,15,17,0.882,4,30,34,24,6,2,12,17,-7
HOU,HOU vs. UTA,1,241,137,48,81,0.593,23,39,0.59,18,21,0.857,5,37,42,26,9,7,20,24,24
TOR,TOR vs. WAS,0,241,96,37,80,0.463,5,24,0.208,17,27,0.63,9,27,36,17,7,8,13,24,-11
LAC,LAC vs. MIA,0,241,101,34,87,0.391,9,31,0.29,24,30,0.8,18,32,50,16,11,4,15,22,-3
MIA,MIA @ LAC,1,239,104,37,84,0.44,14,36,0.389,16,19,0.842,10,27,37,23,12,6,16,26,3
SAC,SAC @ DET,0,240,99,40,76,0.526,10,21,0.476,9,13,0.692,3,29,32,24,6,1,17,23,-9
DEN,DEN vs. GSW,0,241,108,40,87,0.46,6,24,0.25,22,27,0.815,9,37,46,26,9,6,17,18,-19
CHI,CHI vs. NOP,0,266,90,35,99,0.354,11,42,0.262,9,12,0.75,16,42,58,23,10,5,17,19,-6
MEM,MEM @ LAC,1,239,113,40,84,0.476,13,31,0.419,20,24,0.833,9,30,39,21,8,7,11,28,9
LAC,LAC vs. MEM,0,241,104,38,83,0.458,4,26,0.154,24,31,0.774,15,28,43,18,7,7,13,22,-9
GSW,GSW @ DEN,1,240,127,50,91,0.549,18,40,0.45,9,17,0.529,7,34,41,38,13,4,13,23,19
MIN,MIN vs. DAL,1,240,112,43,79,0.544,10,24,0.417,16,20,0.8,10,38,48,33,7,9,18,20,13
NOP,NOP @ CHI,1,264,96,35,87,0.402,9,31,0.29,17,22,0.773,5,47,52,23,9,4,13,9,6
DAL,DAL @ MIN,0,240,99,40,87,0.46,10,27,0.37,9,12,0.75,7,24,31,18,7,2,15,19,-13
DET,DET vs. SAC,1,240,108,40,79,0.506,13,24,0.542,15,22,0.682,8,27,35,28,10,3,14,19,9
BKN,BKN @ LAL,0,240,112,37,91,0.407,9,38,0.237,29,38,0.763,8,35,43,23,8,5,16,22,-12
HOU,HOU @ ATL,1,239,119,42,89,0.472,16,47,0.34,19,23,0.826,9,35,44,28,14,4,12,16,15
IND,IND @ PHI,0,241,110,45,97,0.464,8,28,0.286,12,19,0.632,8,32,40,25,6,6,11,18,-11
CHA,CHA @ SAS,0,240,101,33,80,0.413,8,24,0.333,27,42,0.643,11,35,46,16,11,1,12,20,-7
MIA,MIA @ DEN,0,241,94,36,77,0.468,15,37,0.405,7,11,0.636,8,33,41,23,9,6,23,24,-1
CHI,CHI @ ORL,1,240,105,40,85,0.471,14,29,0.483,11,12,0.917,9,39,48,23,6,2,14,13,22
DEN,DEN vs. MIA,1,240,95,36,80,0.45,9,23,0.391,14,25,0.56,13,28,41,17,9,6,17,16,1
NOP,NOP @ DAL,1,240,99,36,89,0.404,7,29,0.241,20,26,0.769,9,44,53,23,9,4,12,22,5
CLE,CLE @ WAS,1,241,130,46,82,0.561,12,27,0.444,26,28,0.929,8,26,34,20,11,4,14,27,8
ORL,ORL vs. CHI,0,240,83,35,86,0.407,10,35,0.286,3,5,0.6,7,31,38,23,6,2,16,11,-22
OKC,OKC vs. BOS,0,241,94,35,87,0.402,13,35,0.371,11,14,0.786,11,37,48,20,4,7,12,18,-7
PHI,PHI vs. IND,1,240,121,46,92,0.5,18,36,0.5,11,14,0.786,12,38,50,34,7,9,18,20,11
MIL,MIL @ DET,0,239,96,39,83,0.47,10,25,0.4,8,9,0.889,7,29,36,27,6,6,13,24,-9
UTA,UTA vs. TOR,0,240,100,35,80,0.438,8,23,0.348,22,24,0.917,10,23,33,11,9,5,13,25,-9
PHX,PHX @ NYK,0,240,107,34,97,0.351,9,32,0.281,30,37,0.811,20,27,47,17,7,3,10,25,-13
DAL,DAL vs. NOP,0,241,94,34,88,0.386,9,34,0.265,17,22,0.773,9,38,47,19,4,7,15,24,-5
DET,DET vs. MIL,1,240,105,37,78,0.474,8,26,0.308,23,28,0.821,7,32,39,21,10,4,12,11,9
NYK,NYK vs. PHX,1,240,120,45,87,0.517,8,26,0.308,22,25,0.88,9,40,49,24,5,7,12,24,13
WAS,WAS vs. CLE,0,239,122,45,84,0.536,11,28,0.393,21,31,0.677,9,28,37,25,5,2,16,24,-8
LAL,LAL vs. BKN,1,240,124,48,94,0.511,9,21,0.429,19,27,0.704,7,50,57,26,10,7,16,29,12
TOR,TOR @ UTA,1,240,109,38,71,0.535,11,30,0.367,22,28,0.786,5,34,39,20,9,4,16,27,9
SAS,SAS vs. CHA,1,239,108,39,83,0.47,9,27,0.333,21,26,0.808,7,38,45,31,7,6,15,26,7
ATL,ATL vs. HOU,0,240,104,39,81,0.481,11,33,0.333,15,18,0.833,5,36,41,16,8,8,18,16,-15
BOS,BOS @ OKC,1,239,101,36,84,0.429,13,28,0.464,16,24,0.667,11,38,49,23,6,2,10,14,7
SAS,SAS vs. GSW,0,239,92,34,87,0.391,7,24,0.292,17,23,0.739,14,32,46,19,6,8,16,10,-20
POR,POR vs. LAL,1,240,113,40,86,0.465,9,22,0.409,24,27,0.889,10,31,41,22,7,4,12,21,3
LAL,LAL @ POR,0,240,110,43,79,0.544,4,18,0.222,20,27,0.741,2,30,32,16,8,8,11,20,-3
GSW,GSW @ SAS,1,241,112,43,83,0.518,14,28,0.5,12,16,0.75,5,36,41,30,11,12,14,20,20
PHX,PHX @ WAS,1,241,122,41,83,0.494,9,24,0.375,31,38,0.816,11,34,45,23,5,5,9,24,6
CHA,CHA vs. MIL,1,239,126,45,84,0.536,14,25,0.56,22,29,0.759,7,34,41,21,5,3,11,18,5
PHI,PHI vs. ATL,1,240,119,46,99,0.465,13,35,0.371,14,25,0.56,15,38,53,36,10,4,16,26,10
ATL,ATL @ PHI,0,241,109,41,94,0.436,8,23,0.348,19,27,0.704,12,37,49,22,11,4,18,28,-10
MIN,MIN @ NOP,1,240,104,41,83,0.494,6,22,0.273,16,24,0.667,11,36,47,20,13,3,21,21,6
DAL,DAL @ LAC,0,240,98,35,89,0.393,12,36,0.333,16,20,0.8,9,29,38,20,8,5,14,22,-21
NYK,NYK vs. HOU,0,241,97,39,90,0.433,8,26,0.308,11,13,0.846,6,36,42,23,8,1,19,18,-22
TOR,TOR @ DEN,0,241,111,42,85,0.494,11,31,0.355,16,25,0.64,9,29,38,20,7,4,13,25,-18
SAC,SAC @ BOS,0,239,86,35,81,0.432,6,20,0.3,10,12,0.833,7,19,26,24,10,5,15,18,-27
MIA,MIA vs. CHI,1,240,97,34,83,0.41,12,31,0.387,17,19,0.895,3,45,48,21,8,0,11,19,6
DEN,DEN vs. TOR,1,239,129,47,88,0.534,16,32,0.5,19,29,0.655,9,34,43,35,9,4,12,20,18
MIL,MIL @ CHA,0,240,121,45,91,0.495,19,36,0.528,12,15,0.8,9,31,40,29,3,3,14,25,-5
ORL,ORL @ MEM,1,238,101,38,75,0.507,13,29,0.448,12,14,0.857,6,32,38,25,6,8,24,22,2
POR,POR @ UTA,0,266,103,37,93,0.398,9,34,0.265,20,27,0.741,11,42,53,17,8,8,17,25,-9
LAC,LAC vs. DAL,1,240,119,41,78,0.526,13,28,0.464,24,29,0.828,7,42,49,27,9,5,16,20,21
HOU,HOU @ NYK,1,242,119,42,88,0.477,19,52,0.365,16,21,0.762,9,37,46,21,6,4,14,20,22
NOP,NOP vs. MIN,0,239,98,36,84,0.429,8,31,0.258,18,21,0.857,9,29,38,27,13,4,19,24,-6
IND,IND @ CLE,1,239,124,49,90,0.544,16,26,0.615,10,13,0.769,8,35,43,35,9,1,11,23,26
MEM,MEM vs. ORL,0,239,99,39,82,0.476,10,30,0.333,11,16,0.688,5,26,31,21,12,3,13,16,-2
WAS,WAS vs. PHX,0,241,116,41,92,0.446,10,30,0.333,24,30,0.8,15,30,45,20,5,4,12,28,-6
CHI,CHI @ MIA,0,239,91,36,89,0.404,7,28,0.25,12,19,0.632,7,47,54,20,7,6,12,19,-6
BOS,BOS vs. SAC,1,240,113,40,82,0.488,17,41,0.415,16,19,0.842,16,36,52,30,10,3,16,19,27
UTA,UTA vs. POR,1,263,112,34,90,0.378,13,29,0.448,31,36,0.861,10,45,55,16,9,8,14,21,9
CLE,CLE vs. IND,0,241,107,43,86,0.5,7,31,0.226,14,20,0.7,8,33,41,25,6,3,16,19,-17
OKC,OKC @ MIL,1,241,110,40,81,0.494,12,28,0.429,18,21,0.857,9,37,46,24,6,3,15,20,12
BKN,BKN vs. PHX,0,241,114,42,102,0.412,9,31,0.29,21,30,0.7,7,37,44,15,9,4,7,22,-8
MIL,MIL vs. OKC,0,242,91,32,77,0.416,9,31,0.29,18,22,0.818,4,27,31,24,8,4,14,22,-12
DET,DET @ LAL,0,239,93,41,94,0.436,10,33,0.303,1,3,0.333,10,34,44,21,7,3,12,11,-20
PHX,PHX @ BKN,1,239,122,45,96,0.469,10,22,0.455,22,24,0.917,10,56,66,18,5,5,18,26,8
SAC,SAC @ IND,0,239,83,37,88,0.42,2,14,0.143,7,14,0.5,9,36,45,15,8,5,14,18,-18
LAL,LAL vs. DET,1,239,113,45,91,0.495,12,26,0.462,11,14,0.786,11,42,53,30,9,5,14,14,20
IND,IND vs. SAC,1,240,101,36,85,0.424,12,29,0.414,17,22,0.773,14,39,53,25,8,7,14,17,18
MEM,MEM vs. CHA,0,240,99,32,93,0.344,8,35,0.229,27,33,0.818,11,37,48,17,7,8,7,22,-5
LAC,LAC vs. GSW,0,243,113,39,86,0.453,10,25,0.4,25,30,0.833,9,26,35,21,4,3,12,20,-28
HOU,HOU vs. PHI,0,240,107,33,83,0.398,13,47,0.277,28,38,0.737,10,25,35,17,12,3,15,23,-8
CHA,CHA @ MEM,1,239,104,37,89,0.416,7,17,0.412,23,29,0.793,10,46,56,15,3,7,11,22,5
DEN,DEN @ NYK,0,239,110,35,85,0.412,18,41,0.439,22,31,0.71,13,23,36,20,13,5,13,22,-6
MIA,MIA vs. MIN,0,265,122,49,93,0.527,7,27,0.259,17,25,0.68,15,35,50,17,8,5,24,28,-3
POR,POR vs. TOR,0,240,85,31,80,0.388,8,26,0.308,15,19,0.789,6,32,38,13,5,7,13,15,-14
MIN,MIN @ MIA,1,265,125,41,91,0.451,11,23,0.478,32,35,0.914,10,30,40,20,16,4,16,25,3
PHI,PHI @ HOU,1,240,115,44,80,0.55,10,24,0.417,17,24,0.708,7,41,48,27,10,4,19,31,8
ORL,ORL @ NOP,1,239,115,43,85,0.506,16,34,0.471,13,18,0.722,6,37,43,27,10,1,16,19,3
BOS,BOS vs. SAS,1,239,108,42,88,0.477,11,31,0.355,13,16,0.813,15,39,54,24,10,6,13,22,14
NOP,NOP vs. ORL,0,240,99,39,85,0.459,7,28,0.25,14,18,0.778,9,34,43,30,9,5,19,22,-3
NYK,NYK vs. DEN,1,240,116,41,82,0.5,13,32,0.406,21,23,0.913,11,38,49,27,8,10,22,27,6
SAS,SAS @ BOS,0,241,94,36,87,0.414,12,26,0.462,10,20,0.5,12,28,40,24,8,4,11,14,-14
GSW,GSW @ LAC,1,241,141,52,89,0.584,14,29,0.483,23,30,0.767,14,32,46,37,8,8,12,23,28
DAL,DAL @ UTA,0,242,89,34,76,0.447,12,24,0.5,9,11,0.818,9,33,42,17,4,3,24,16,-15
TOR,TOR @ POR,1,240,99,39,87,0.448,8,24,0.333,13,17,0.765,8,39,47,17,10,9,9,14,14
UTA,UTA vs. DAL,1,241,104,38,81,0.469,16,35,0.457,12,15,0.8,6,29,35,25,16,8,14,17,15
DET,DET @ GSW,1,240,115,43,93,0.462,12,27,0.444,17,17,1,17,20,37,22,16,0,13,9,8
SAC,SAC vs. WAS,0,240,83,32,82,0.39,6,22,0.273,13,16,0.813,11,32,43,13,8,2,17,20,-27
CHA,CHA vs. ORL,1,242,120,53,97,0.546,6,18,0.333,8,17,0.471,12,47,59,31,6,7,17,24,7
IND,IND vs. SAS,1,239,97,36,77,0.468,10,22,0.455,15,20,0.75,6,38,44,21,9,3,19,20,12
SAS,SAS @ IND,0,239,94,36,90,0.4,9,28,0.321,13,18,0.722,12,32,44,19,12,8,15,11,-9.8
NYK,NYK @ CLE,1,240,114,42,89,0.472,13,28,0.464,17,21,0.81,11,40,51,27,9,6,14,26,19
GSW,GSW vs. DET,0,239,107,44,77,0.571,10,27,0.37,9,12,0.75,10,30,40,29,3,11,25,14,-8
ORL,ORL @ CHA,0,240,113,41,97,0.423,11,33,0.333,20,26,0.769,9,30,39,28,11,4,11,20,-7
MIL,MIL @ ATL,1,241,117,44,81,0.543,13,26,0.5,16,21,0.762,5,38,43,30,9,3,14,27,11
WAS,WAS @ SAC,1,242,110,40,85,0.471,17,34,0.5,13,20,0.65,13,36,49,28,9,3,15,18,27
DEN,DEN @ BKN,1,240,124,47,94,0.5,11,20,0.55,19,22,0.864,4,42,46,23,7,7,6,22,11
CLE,CLE vs. NYK,0,241,95,31,81,0.383,10,33,0.303,23,27,0.852,7,34,41,20,5,5,15,23,-19
BKN,BKN vs. DEN,0,241,111,39,96,0.406,12,31,0.387,21,31,0.677,17,39,56,24,5,4,15,18,-9.6
ATL,ATL vs. MIL,0,239,106,36,77,0.468,13,29,0.448,21,26,0.808,3,28,31,27,9,2,16,21,-11
DAL,DAL vs. PHI,0,241,110,38,74,0.514,19,40,0.475,15,19,0.789,3,30,33,22,7,2,17,15,-8.8
MIA,MIA vs. BOS,0,240,90,34,79,0.43,7,31,0.226,15,16,0.938,6,34,40,17,6,9,19,23,-6
HOU,HOU @ MEM,0,240,89,29,77,0.377,14,38,0.368,17,21,0.81,8,35,43,18,4,3,17,23,-14
POR,POR vs. PHX,1,240,114,40,91,0.44,11,26,0.423,23,28,0.821,12,41,53,27,8,7,14,26,7
MEM,MEM vs. HOU,1,240,103,40,85,0.471,14,33,0.424,9,12,0.75,6,36,42,26,10,6,9,20,14
LAL,LAL @ UTA,0,240,81,31,81,0.383,5,22,0.227,14,20,0.7,14,25,39,17,12,4,16,20,-18.2
OKC,OKC @ CHI,1,239,101,39,88,0.443,13,34,0.382,10,14,0.714,11,41,52,28,16,8,11,17,32
BOS,BOS @ MIA,1,240,96,34,81,0.42,6,23,0.261,22,26,0.846,11,30,41,15,11,5,12,14,6
DET,DET @ LAC,1,241,95,36,88,0.409,9,28,0.321,14,21,0.667,12,38,50,16,11,6,12,20,-0.6
PHI,PHI @ DAL,1,240,112,43,87,0.494,16,35,0.457,10,14,0.714,11,31,42,25,10,1,13,21,10.6
CHI,CHI vs. OKC,0,240,69,22,78,0.282,10,37,0.27,15,20,0.75,12,35,47,16,9,5,19,16,-32
NOP,NOP vs. CLE,1,239,123,49,95,0.516,13,33,0.394,12,16,0.75,10,37,47,33,10,4,11,20,22
LAC,LAC vs. DET,0,241,87,28,84,0.333,15,38,0.395,16,22,0.727,15,36,51,19,6,6,18,18,-1.8
UTA,UTA vs. LAL,1,240,96,37,79,0.468,13,31,0.419,9,13,0.692,14,35,49,18,9,5,21,20,18.4
PHX,PHX @ POR,0,240,107,37,87,0.425,9,26,0.346,24,30,0.8,12,34,46,21,12,7,17,23,-7
CLE,CLE @ NOP,0,241,101,36,78,0.462,12,32,0.375,17,23,0.739,5,32,37,19,8,2,18,19,-22
BKN,BKN @ NYK,0,240,86,30,75,0.4,11,30,0.367,15,21,0.714,5,30,35,18,5,1,16,20,-21
HOU,HOU @ CHA,1,241,109,38,85,0.447,22,57,0.386,11,13,0.846,7,44,51,21,5,6,15,26,8.2
OKC,OKC @ MIN,0,241,116,43,86,0.5,8,28,0.286,22,25,0.88,11,24,35,19,8,9,14,29,-3
MIN,MIN vs. OKC,1,239,119,42,86,0.488,8,22,0.364,27,35,0.771,17,27,44,23,5,7,15,21,3
CHA,CHA vs. HOU,0,242,93,33,88,0.375,11,29,0.379,16,28,0.571,11,33,44,16,6,5,9,14,-9.2
DEN,DEN @ ATL,1,240,105,42,91,0.462,4,20,0.2,17,23,0.739,11,35,46,25,8,4,11,12,5
ORL,ORL vs. SAS,1,239,114,48,84,0.571,11,23,0.478,7,14,0.5,6,39,45,22,9,7,17,24,27
GSW,GSW vs. WAS,1,240,120,46,95,0.484,10,38,0.263,18,20,0.9,15,38,53,33,7,13,17,20,-8.6
NYK,NYK vs. BKN,1,240,107,44,98,0.449,9,27,0.333,10,17,0.588,19,36,55,19,7,6,11,19,21
LAL,LAL vs. TOR,0,241,92,36,79,0.456,3,23,0.13,17,24,0.708,9,40,49,20,7,6,21,22,-9.6
WAS,WAS @ GSW,0,242,117,43,97,0.443,15,33,0.455,16,22,0.727,12,29,41,30,7,6,14,21,6.2
TOR,TOR @ LAL,1,241,101,40,93,0.43,7,29,0.241,14,20,0.7,9,31,40,27,12,4,12,24,8.6
SAS,SAS @ ORL,0,240,87,30,89,0.337,4,24,0.167,23,27,0.852,17,32,49,19,8,8,17,15,-27
ATL,ATL vs. DEN,0,241,100,37,89,0.416,14,33,0.424,12,12,1,11,32,43,23,7,4,12,21,-5
LAC,LAC @ POR,1,241,104,36,77,0.468,9,28,0.321,23,36,0.639,14,32,46,11,4,5,11,19,1
SAC,SAC vs. NOP,0,239,106,38,81,0.469,7,20,0.35,23,25,0.92,5,29,34,25,7,5,12,17,-8
CHI,CHI vs. ATL,1,240,91,31,86,0.36,7,32,0.219,22,29,0.759,18,44,62,20,5,4,13,15,5
POR,POR vs. LAC,0,241,103,35,89,0.393,14,31,0.452,19,22,0.864,16,28,44,19,5,4,9,26,-1
MIL,MIL vs. BOS,0,240,89,35,77,0.455,11,25,0.44,8,14,0.571,2,35,37,22,6,3,16,20,-7
ATL,ATL @ CHI,0,240,86,32,81,0.395,11,28,0.393,11,13,0.846,7,33,40,22,10,5,10,23,-4.4
BOS,BOS @ MIL,1,241,96,33,78,0.423,11,30,0.367,19,22,0.864,6,39,45,21,7,4,15,14,7
NOP,NOP @ SAC,1,240,114,42,86,0.488,13,32,0.406,17,23,0.739,10,37,47,22,5,3,15,24,8
MEM,MEM vs. DAL,1,239,96,30,73,0.411,10,34,0.294,26,30,0.867,9,37,46,18,7,6,18,23,10.6
DAL,DAL @ MEM,0,240,91,32,94,0.34,10,34,0.294,17,20,0.85,18,35,53,20,10,3,14,22,-8.6
GSW,GSW vs. TOR,1,241,117,43,77,0.558,12,26,0.462,19,22,0.864,6,31,37,32,10,7,17,15,5
